sentence,verb,verb_idx,label
בם יפן מלא כל הארץ כבודו ויסיר דאגת כתונת הפסים,כל,3,1
בם יפן מלא כל הארץ כבודו ויסיר דאגת כתונת הפסים,הארץ,4,1
בם יפן מלא כל הארץ כבודו ויסיר דאגת כתונת הפסים,כבודו,5,1
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,גם,0,0
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,ביום,4,0
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,כי,6,0
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,כולו,7,0
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,בד,8,0
גם מזה אבנט ישנה ביום צום כי כולו בד בלי ארוג כלאיים,בלי,9,0
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,גולל,0,0
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,לכל,3,0
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,עבר,4,0
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,בעד,5,0
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,חגורי,6,1
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,אזור,7,1
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,צלמי,8,1
גולל ומקיף ומשלשו לכל עבר בעד חגורי אזור צלמי כשדים,כשדים,9,1
גדול נהדר בנזר המלוכה בהגביהו ראש במצנפת השש,גדול,0,0
גדול נהדר בנזר המלוכה בהגביהו ראש במצנפת השש,בנזר,2,0
גדול נהדר בנזר המלוכה בהגביהו ראש במצנפת השש,המלוכה,3,0
גדול נהדר בנזר המלוכה בהגביהו ראש במצנפת השש,בהגביהו,4,1
גדול נהדר בנזר המלוכה בהגביהו ראש במצנפת השש,ראש,5,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,גם,0,0
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,בה,1,0
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,דופי,3,0
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,פריעת,4,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,ראש,5,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,כלימת,7,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,אשת,8,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,זונה,9,1
גם בה ינקה דופי פריעת ראש ויעביר כלימת אשת זונה מצח,מצח,10,1
דמותו כתרשיש כמראה רקיע בלבושו מעיל תכלת ארוג ככוורת,דמותו,0,0
דמותו כתרשיש כמראה רקיע בלבושו מעיל תכלת ארוג ככוורת,רקיע,3,0
דמותו כתרשיש כמראה רקיע בלבושו מעיל תכלת ארוג ככוורת,בלבושו,4,0
דלת שפתו גדילה כתחרא מוקפת לו בלי להקרע,דלת,0,0
דלת שפתו גדילה כתחרא מוקפת לו בלי להקרע,לו,5,0
דלת שפתו גדילה כתחרא מוקפת לו בלי להקרע,בלי,6,0
דיבק לשוליו רימוני צבעים ופעמוני פז עגול סביב,דיבק,0,0
דיבק לשוליו רימוני צבעים ופעמוני פז עגול סביב,פז,5,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,דגול,0,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,קול,2,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,פעמיו,3,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,מכפר,4,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,בעד,5,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,קול,6,0
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,מוציא,7,1
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,שם,8,1
דגול בשמעו קול פעמיו מכפר בעד קול מוציא שם רע,רע,9,1
העטוהו באפוד דומה כמין לבד ארוג פז ושש תכלת וארגמן,פז,6,0
הלא בכתפיו שתי אבני שוהם ובם שמות שבטים כמספר דגלים,שוהם,4,0
הלא בכתפיו שתי אבני שוהם ובם שמות שבטים כמספר דגלים,שמות,6,0
הלא בכתפיו שתי אבני שוהם ובם שמות שבטים כמספר דגלים,דגלים,9,1
הגויים בשמות חצויים באותות בפיתוח שמיר נוצר מבראשית,נוצר,6,0
הצדיק בם לנוקשי באפוד ומחליפי אל בשור אוכל עשב,בם,1,0
הצדיק בם לנוקשי באפוד ומחליפי אל בשור אוכל עשב,אל,5,0
וקבוע בלב חושן כפול רבוע זרת על זרת ארוג כאפוד,בלב,1,0
וקבוע בלב חושן כפול רבוע זרת על זרת ארוג כאפוד,על,6,0
ובו טורי אבן אחת לכל שבט מוסבות פז חקוקות בשמיר,ובו,0,0
ובו טורי אבן אחת לכל שבט מוסבות פז חקוקות בשמיר,אבן,2,0
ובו טורי אבן אחת לכל שבט מוסבות פז חקוקות בשמיר,לכל,4,0
ובו טורי אבן אחת לכל שבט מוסבות פז חקוקות בשמיר,שבט,5,0
ובו טורי אבן אחת לכל שבט מוסבות פז חקוקות בשמיר,פז,7,0
וירכסם בטבעות כחוק לא יזח ובשרשרות גבלות דבקימו יכסה,לא,3,0
וירכסם בטבעות כחוק לא יזח ובשרשרות גבלות דבקימו יכסה,יכסה,8,0
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,ואוהב,0,1
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,משפט,1,1
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,משפט,3,0
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,להצדיק,4,0
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,במשפט,5,0
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,מעוותי,6,1
ואוהב משפט קראו משפט להצדיק במשפט מעוותי משפט,משפט,7,1
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,זר,0,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,זהב,1,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,שם,2,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,על,3,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,האפוד,5,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,ועד,7,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,אוזן,8,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,מול,9,0
זר זהב שם על תכיפת האפוד מאוזן ועד אוזן מול פני המצנפת,פני,10,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,זכר,0,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,שם,1,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,נערץ,2,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,על,4,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,ציץ,5,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,נתנו,6,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,על,7,0
זכר שם נערץ חקוק על ציץ נתנו על מצח מחובר לנזר,מצח,8,0
זדון טמאת דם ובשרו וחלב וקומץ ונסכים ירצו בציץ ויעלו לרצון,זדון,0,0
זדון טמאת דם ובשרו וחלב וקומץ ונסכים ירצו בציץ ויעלו לרצון,דם,2,0
זדון טמאת דם ובשרו וחלב וקומץ ונסכים ירצו בציץ ויעלו לרצון,וחלב,4,0
זדון טמאת דם ובשרו וחלב וקומץ ונסכים ירצו בציץ ויעלו לרצון,בציץ,8,0
זומנו שמונה לגדול מאחיו לשרת ולשאול עצה באורים,לשרת,4,0
זומנו שמונה לגדול מאחיו לשרת ולשאול עצה באורים,ולשאול,5,0
חגרם כדת לבשם כסדר ויקדש ידיו ורגליו,ידיו,5,0
חניכיו יגישו את תמיד השחר קרצו וקיבל דמו במזרק,את,2,0
חניכיו יגישו את תמיד השחר קרצו וקיבל דמו במזרק,תמיד,3,0
חניכיו יגישו את תמיד השחר קרצו וקיבל דמו במזרק,השחר,4,0
חניכיו יגישו את תמיד השחר קרצו וקיבל דמו במזרק,דמו,7,0
חילק פרס והקטיר ונרות הטיב הקריב ראש ונתח חביתים ונסך,פרס,1,0
חילק פרס והקטיר ונרות הטיב הקריב ראש ונתח חביתים ונסך,ראש,6,0
חש לגב פרווה לבית טבילת קודש וקידש ידיו ורגליו ופשט,לבית,3,0
חש לגב פרווה לבית טבילת קודש וקידש ידיו ורגליו ופשט,קודש,5,0
חש לגב פרווה לבית טבילת קודש וקידש ידיו ורגליו ופשט,ידיו,7,0
טבל וסיפג ועטה כלי בד ויקדש עוד ידיו ורגליו,ועטה,2,0
טבל וסיפג ועטה כלי בד ויקדש עוד ידיו ורגליו,כלי,3,0
טבל וסיפג ועטה כלי בד ויקדש עוד ידיו ורגליו,בד,4,0
טבל וסיפג ועטה כלי בד ויקדש עוד ידיו ורגליו,עוד,6,0
טבל וסיפג ועטה כלי בד ויקדש עוד ידיו ורגליו,ידיו,7,0
טהור ניגש אצל פר ממונו העומד בין האולם ולמזבח,טהור,0,0
טהור ניגש אצל פר ממונו העומד בין האולם ולמזבח,פר,3,0
טהור ניגש אצל פר ממונו העומד בין האולם ולמזבח,בין,6,0
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,טמונותיו,0,1
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,הכול,3,0
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,ולא,4,0
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,יכסה,5,1
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,פשע,6,1
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,כי,7,0
טמונותיו יגלה ליוצר הכול ולא יכסה פשע כי בכן ירוחם,בכן,8,0
טוב יסלח לו בהתוודותו בסומכו שתי ידיו על פרו בכובד,טוב,0,0
טוב יסלח לו בהתוודותו בסומכו שתי ידיו על פרו בכובד,לו,2,0
טוב יסלח לו בהתוודותו בסומכו שתי ידיו על פרו בכובד,ידיו,6,0
טוב יסלח לו בהתוודותו בסומכו שתי ידיו על פרו בכובד,על,7,0
יקיפהו סגן וראש בית אב ובא לשער התיכון למזרח העזרה,וראש,2,0
יקיפהו סגן וראש בית אב ובא לשער התיכון למזרח העזרה,בית,3,0
יקיפהו סגן וראש בית אב ובא לשער התיכון למזרח העזרה,אב,4,0
יקיפהו סגן וראש בית אב ובא לשער התיכון למזרח העזרה,ובא,5,0
יקיפהו סגן וראש בית אב ובא לשער התיכון למזרח העזרה,לשער,6,0
ימצא שם שני שעירי עם וגורלות זהב נתונים בקלפי,שם,1,0
ימצא שם שני שעירי עם וגורלות זהב נתונים בקלפי,שני,2,0
ימצא שם שני שעירי עם וגורלות זהב נתונים בקלפי,עם,4,0
ימצא שם שני שעירי עם וגורלות זהב נתונים בקלפי,זהב,6,0
יטרוף בה ויעל גורלות זה לשם נערץ וזה לשם לעזאזל,בה,1,0
יטרוף בה ויעל גורלות זה לשם נערץ וזה לשם לעזאזל,זה,4,0
יטרוף בה ויעל גורלות זה לשם נערץ וזה לשם לעזאזל,נערץ,6,0
יטרוף בה ויעל גורלות זה לשם נערץ וזה לשם לעזאזל,וזה,7,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,ימינו,0,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,עם,1,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,תעל,2,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,גורל,3,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,שעיר,4,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,שם,5,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,ישמיע,7,0
ימינו עם תעל גורל שעיר שם סגן ישמיע לו בגיל הגבה ימנך,לו,8,0
כהעלותו ביד השמאלית ראש בית אב ישיח הגבה שמאלך,ביד,1,0
כהעלותו ביד השמאלית ראש בית אב ישיח הגבה שמאלך,ראש,3,0
כהעלותו ביד השמאלית ראש בית אב ישיח הגבה שמאלך,בית,4,0
כהעלותו ביד השמאלית ראש בית אב ישיח הגבה שמאלך,אב,5,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,על,1,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,שני,2,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,קורא,4,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,בקול,5,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,רם,6,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,זה,7,0
כהנתנם על שני השעירים קורא בקול רם זה לשם חטאת,חטאת,9,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,ובא,1,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,לו,2,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,שניה,5,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,בעד,7,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,חטא,8,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,עוון,9,0
כיון ובא לו אצל פרו שניה לכפר בעד חטא עוון ופשע,ופשע,10,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,כבש,0,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,ידיו,1,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,בין,2,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,קרניו,3,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,עוד,6,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,בעד,7,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,עוון,8,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,ביתו,9,0
כבש ידיו בין קרניו בכובד להתוודות עוד בעד עוון ביתו ומטהו,ומטהו,10,0
לשחטו נפנה וקיבל דמו וציוה למרסו ברובד העזרה,דמו,3,0
למזבח מוקדה עלה והקיף ובידו מחתת זהב שחוט,עלה,2,0
למזבח מוקדה עלה והקיף ובידו מחתת זהב שחוט,זהב,6,0
לפניו יובילו כף הזהב והמגס אשר בה קטורת הדקה,לפניו,0,0
לפניו יובילו כף הזהב והמגס אשר בה קטורת הדקה,כף,2,0
לפניו יובילו כף הזהב והמגס אשר בה קטורת הדקה,אשר,5,0
לפניו יובילו כף הזהב והמגס אשר בה קטורת הדקה,בה,6,0
מלא חפניו ונתן לתוך כף נטלה בשמאל ומחתה בימין,מלא,0,0
מלא חפניו ונתן לתוך כף נטלה בשמאל ומחתה בימין,כף,4,0
מלא חפניו ונתן לתוך כף נטלה בשמאל ומחתה בימין,בשמאל,6,0
מלא חפניו ונתן לתוך כף נטלה בשמאל ומחתה בימין,בימין,8,0
מהלך בהיכל עד בא לפרוכת צועד בקרבה עד גשת לארון,עד,2,0
מהלך בהיכל עד בא לפרוכת צועד בקרבה עד גשת לארון,בא,3,0
מהלך בהיכל עד בא לפרוכת צועד בקרבה עד גשת לארון,עד,7,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,שם,1,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,בן,2,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,שני,3,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,ואם,5,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,אין,6,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,ארון,7,0
מחתה שם בן שני בדים ואם אין ארון באבן השתייה,באבן,8,0
מערה קטורת על גחלי אש כיסה ענן צידד ויצא,על,2,0
מערה קטורת על גחלי אש כיסה ענן צידד ויצא,גחלי,3,0
מערה קטורת על גחלי אש כיסה ענן צידד ויצא,אש,4,0
מערה קטורת על גחלי אש כיסה ענן צידד ויצא,ענן,6,0
מערה קטורת על גחלי אש כיסה ענן צידד ויצא,ויצא,8,0
נבהל לשווע בקוצר בהיכל לבלתי רדות עם קודש רב בצעיר,עם,6,1
נבהל לשווע בקוצר בהיכל לבלתי רדות עם קודש רב בצעיר,קודש,7,1
נבהל לשווע בקוצר בהיכל לבלתי רדות עם קודש רב בצעיר,רב,8,0
נם לממרס הגש דם פר נטלו ונכנס וקם לבין הבדים,דם,3,0
נם לממרס הגש דם פר נטלו ונכנס וקם לבין הבדים,פר,4,0
נוכח הכפורת הזה באצבע אחת למעלה ושבע למטה כמצליף,באצבע,3,0
נוכח הכפורת הזה באצבע אחת למעלה ושבע למטה כמצליף,למעלה,5,0
נוכח הכפורת הזה באצבע אחת למעלה ושבע למטה כמצליף,למטה,7,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,נתנו,0,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,על,1,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,כן,2,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,זהב,3,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,שעיר,6,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,עם,7,0
נתנו על כן זהב בהיכל ושחט שעיר עם וקיבל דמו,דמו,9,0
סובב כדרכו ועמד בעמדו והצליף ממנו כמשפט דם פר,ועמד,2,0
סובב כדרכו ועמד בעמדו והצליף ממנו כמשפט דם פר,בעמדו,3,0
סובב כדרכו ועמד בעמדו והצליף ממנו כמשפט דם פר,ממנו,5,0
סובב כדרכו ועמד בעמדו והצליף ממנו כמשפט דם פר,דם,7,0
סובב כדרכו ועמד בעמדו והצליף ממנו כמשפט דם פר,פר,8,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,שמו,0,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,על,1,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,כן,2,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,שני,3,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,דם,6,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,פר,7,0
שמו על כן שני בהיכל ונטל דם פר ובא לפרוכת,ובא,8,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,ספר,0,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,מול,2,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,ארון,3,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,חוצה,4,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,למעלה,6,0
ספר והיזה מול ארון חוצה אחת למעלה ושבע למטה כמספר,למטה,8,0
סר והחליפו בדם השעיר ויפעל בו כסדר הראשון,בדם,2,0
סר והחליפו בדם השעיר ויפעל בו כסדר הראשון,בו,5,0
סר והחליפו בדם השעיר ויפעל בו כסדר הראשון,הראשון,7,0
עשאו בתערובת חטאת אחד ויצא למזבח הזהב לחטאו,חטאת,2,0
עשאו בתערובת חטאת אחד ויצא למזבח הזהב לחטאו,אחד,3,0
עשאו בתערובת חטאת אחד ויצא למזבח הזהב לחטאו,ויצא,4,0
על קרנותיו הזה ונתן באצבעו סביב על ארבע רבעיו וחיטאו,על,0,0
על קרנותיו הזה ונתן באצבעו סביב על ארבע רבעיו וחיטאו,על,6,0
על קרנותיו הזה ונתן באצבעו סביב על ארבע רבעיו וחיטאו,ארבע,7,0
על צלע מזרח גמר חיטויו ומשם היזה שבע על טהרו,על,0,0
על צלע מזרח גמר חיטויו ומשם היזה שבע על טהרו,ומשם,5,0
על צלע מזרח גמר חיטויו ומשם היזה שבע על טהרו,שבע,7,0
על צלע מזרח גמר חיטויו ומשם היזה שבע על טהרו,על,8,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,עת,0,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,בא,2,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,שעיר,4,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,חי,5,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,ידיו,8,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,עליו,9,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,בעד,11,0
עת גמרו בא אצל שעיר חי וסמך שתי ידיו עליו להתוודות בעד עם,עם,12,0
פקדו לשלחו ביד איש עתי עמוס עוונות אום ופשעיה,ביד,2,0
פקדו לשלחו ביד איש עתי עמוס עוונות אום ופשעיה,איש,3,0
פקדו לשלחו ביד איש עתי עמוס עוונות אום ופשעיה,עמוס,5,1
פקדו לשלחו ביד איש עתי עמוס עוונות אום ופשעיה,עוונות,6,1
פקדו לשלחו ביד איש עתי עמוס עוונות אום ופשעיה,אום,7,0
פניו שם בפר ושעיר קרעם והוציא חלבם והקטיר,פניו,0,0
פניו שם בפר ושעיר קרעם והוציא חלבם והקטיר,שם,1,0
פניו שם בפר ושעיר קרעם והוציא חלבם והקטיר,והוציא,5,0
פרחי כהונה יסבלום במוטות וישרפו חוץ לעיר עור ובשר ופרש,פרחי,0,1
פרחי כהונה יסבלום במוטות וישרפו חוץ לעיר עור ובשר ופרש,כהונה,1,1
פרחי כהונה יסבלום במוטות וישרפו חוץ לעיר עור ובשר ופרש,עור,7,0
פרחי כהונה יסבלום במוטות וישרפו חוץ לעיר עור ובשר ופרש,ובשר,8,0
פשט שעיר לראש המדבר מפני צניפות זה לזה יבשרו,פשט,0,0
פשט שעיר לראש המדבר מפני צניפות זה לזה יבשרו,שעיר,1,0
פשט שעיר לראש המדבר מפני צניפות זה לזה יבשרו,לראש,2,0
פשט שעיר לראש המדבר מפני צניפות זה לזה יבשרו,זה,6,0
צהל להראות עושר תפארתו ולהתנאות במלבוש יקרו,צהל,0,0
צהל להראות עושר תפארתו ולהתנאות במלבוש יקרו,תפארתו,3,0
צהל להראות עושר תפארתו ולהתנאות במלבוש יקרו,יקרו,6,0
צעד וקידש ידיו ורגליו ופשט כלי בד ועטה כסותו,צעד,0,0
צעד וקידש ידיו ורגליו ופשט כלי בד ועטה כסותו,ידיו,2,0
צעד וקידש ידיו ורגליו ופשט כלי בד ועטה כסותו,כלי,5,0
צעד וקידש ידיו ורגליו ופשט כלי בד ועטה כסותו,בד,6,0
צעד וקידש ידיו ורגליו ופשט כלי בד ועטה כסותו,ועטה,7,0
ציווי סדר יודיע לעדה ויורגל בפה חוק העשור,סדר,1,0
ציווי סדר יודיע לעדה ויורגל בפה חוק העשור,בפה,5,0
ציווי סדר יודיע לעדה ויורגל בפה חוק העשור,חוק,6,0
צורך ברכות השלים וקידש ופשט וירד וטבל ועלה וסיפג,ברכות,1,0
צורך ברכות השלים וקידש ופשט וירד וטבל ועלה וסיפג,השלים,2,0
צורך ברכות השלים וקידש ופשט וירד וטבל ועלה וסיפג,ועלה,7,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,קדושת,0,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,בגדי,1,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,זהב,2,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,לבש,3,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,עוד,5,0
קדושת בגדי זהב לבש ויקדש עוד ידיו ורגליו,ידיו,6,0
קידם ועשה שעיר המוסף והכליל אילו ואיל עם חלבי יום,שעיר,2,0
קידם ועשה שעיר המוסף והכליל אילו ואיל עם חלבי יום,עם,7,0
קידם ועשה שעיר המוסף והכליל אילו ואיל עם חלבי יום,יום,9,0
קידש ידיו ורגליו ופשט וירד וטבל ועלה וסיפג,ידיו,1,0
קידש ידיו ורגליו ופשט וירד וטבל ועלה וסיפג,ועלה,6,0
קרבו לפניו בגדי לבן לבשם וקידש ידיו ורגליו,לפניו,1,0
קרבו לפניו בגדי לבן לבשם וקידש ידיו ורגליו,בגדי,2,0
קרבו לפניו בגדי לבן לבשם וקידש ידיו ורגליו,ידיו,6,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,רץ,0,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,כאיש,1,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,מהיר,2,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,והוציא,5,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,כף,7,0
רץ כאיש מהיר לבין הבדים והוציא משם כף ומחתה פז,פז,9,0
רגליו וידיו קידש כדברו ופשט כלי בד והניחם נצח,רגליו,0,0
רגליו וידיו קידש כדברו ופשט כלי בד והניחם נצח,כלי,5,0
רגליו וידיו קידש כדברו ופשט כלי בד והניחם נצח,בד,6,0
רגליו וידיו קידש כדברו ופשט כלי בד והניחם נצח,נצח,8,0
רחץ וסיפג ועטה כלי פז ויקדש עוד ידיו ורגליו,ועטה,2,0
רחץ וסיפג ועטה כלי פז ויקדש עוד ידיו ורגליו,כלי,3,0
רחץ וסיפג ועטה כלי פז ויקדש עוד ידיו ורגליו,פז,4,0
רחץ וסיפג ועטה כלי פז ויקדש עוד ידיו ורגליו,עוד,6,0
רחץ וסיפג ועטה כלי פז ויקדש עוד ידיו ורגליו,ידיו,7,0
ריצוי תמיד הגיש בערביים והקטיר קטורת בין נתחים לנסך,ריצוי,0,0
ריצוי תמיד הגיש בערביים והקטיר קטורת בין נתחים לנסך,תמיד,1,0
ריצוי תמיד הגיש בערביים והקטיר קטורת בין נתחים לנסך,בין,6,0
שימר לערב דליקת נירות כי מצוותם מערב ועד ערב,נירות,3,0
שימר לערב דליקת נירות כי מצוותם מערב ועד ערב,כי,4,0
שימר לערב דליקת נירות כי מצוותם מערב ועד ערב,ועד,7,0
שימר לערב דליקת נירות כי מצוותם מערב ועד ערב,ערב,8,0
שב שאת כפיים לברך את העם וקידש ידיו ורגליו ופשט,שאת,1,0
שב שאת כפיים לברך את העם וקידש ידיו ורגליו ופשט,כפיים,2,0
שב שאת כפיים לברך את העם וקידש ידיו ורגליו ופשט,את,4,0
שב שאת כפיים לברך את העם וקידש ידיו ורגליו ופשט,העם,5,0
שב שאת כפיים לברך את העם וקידש ידיו ורגליו ופשט,ידיו,7,0
שארו יכסה בבגדי עצמו ושרים ילווהו בהדר לנווהו,יכסה,1,0
