sentence,verb,verb_idx,label
אור זרוע לצדיק יר,אור,0,1
אור זרוע לצדיק יר,זרוע,1,1
אור זרוע לצדיק יר,לצדיק,2,1
אור זרוע לצדיק יר,יר,3,1
בעלותי לאלוש שולחני זוייר,בעלותי,0,1
בעלותי לאלוש שולחני זוייר,שולחני,2,1
בעלותי לאלוש שולחני זוייר,זוייר,3,1
אייר גד כזרע לבן שוייר,גד,1,0
דכו במדוכה בחודש אייר,דכו,0,1
דכו במדוכה בחודש אייר,במדוכה,1,1
דכו במדוכה בחודש אייר,בחודש,2,0
הפסח השני בחציו לקשור,לקשור,3,0
ובעשרים ושנים בו נחת לאשור,בו,2,0
ובעשרים ושנים בו נחת לאשור,נחת,3,0
אייר זבד לשד השמן לחשור,זבד,1,0
אייר זבד לשד השמן לחשור,לשד,2,1
אייר זבד לשד השמן לחשור,השמן,3,1
אייר זבד לשד השמן לחשור,לחשור,4,1
חידוש קציר בכוח שור,בכוח,2,0
חידוש קציר בכוח שור,שור,3,0
יום יום בחידושו לשעון,יום,0,0
יום יום בחידושו לשעון,יום,1,0
יום יום בחידושו לשעון,בחידושו,2,0
אייר כלכלני בו דר מעון,בו,2,0
אייר כלכלני בו דר מעון,דר,3,1
אייר כלכלני בו דר מעון,מעון,4,1
נפש טמאה צורי צרי העדה,נפש,0,1
נפש טמאה צורי צרי העדה,טמאה,1,1
נפש טמאה צורי צרי העדה,צורי,2,1
נפש טמאה צורי צרי העדה,צרי,3,1
נפש טמאה צורי צרי העדה,העדה,4,1
אייר סלולי דרך רחוקה דדה,סלולי,1,1
אייר סלולי דרך רחוקה דדה,דרך,2,1
אייר סלולי דרך רחוקה דדה,רחוקה,3,1
אייר סלולי דרך רחוקה דדה,דדה,4,1
עמוסים לאיל כאבן פטדה,עמוסים,0,1
עמוסים לאיל כאבן פטדה,כאבן,2,0
פסוח וגנון טמאים בישבו,טמאים,2,0
צום יהושע בשמונה עשר בו,עשר,3,0
צום יהושע בשמונה עשר בו,בו,4,0
אייר קרבם וציום מלשבור עצם בו,עצם,4,0
אייר קרבם וציום מלשבור עצם בו,בו,5,0
רבקם מצות ומרורים וראשו וקרבו,רבקם,0,1
רבקם מצות ומרורים וראשו וקרבו,מצות,1,1
רבקם מצות ומרורים וראשו וקרבו,ומרורים,2,1
רבקם מצות ומרורים וראשו וקרבו,וראשו,3,0
שוכן רום אחד ואין שני,שוכן,0,1
שוכן רום אחד ואין שני,רום,1,1
שוכן רום אחד ואין שני,אחד,2,0
שוכן רום אחד ואין שני,ואין,3,0
שוכן רום אחד ואין שני,שני,4,0
שתה זה אחד מארבעה לדשני,זה,1,0
שתה זה אחד מארבעה לדשני,אחד,2,0
אייר תאר בראשון בפסח שני,בפסח,3,0
אייר תאר בראשון בפסח שני,שני,4,0
תיקן לאורחים ולטמאים בשני,לאורחים,1,1
תיקן לאורחים ולטמאים בשני,ולטמאים,2,1
תיקן לאורחים ולטמאים בשני,בשני,3,0
ארמונות אהליבה חזק אל,ארמונות,0,1
ארמונות אהליבה חזק אל,אהליבה,1,1
ארמונות אהליבה חזק אל,חזק,2,0
ארמונות אהליבה חזק אל,אל,3,0
בכוח זכרינו וחזקינו אל,בכוח,0,0
בכוח זכרינו וחזקינו אל,אל,3,0
גבר משמר יחזקאל,גבר,0,0
גבר משמר יחזקאל,משמר,1,0
דרוש ילדי נטע אשל ויקרא לו אל,דרוש,0,0
דרוש ילדי נטע אשל ויקרא לו אל,ילדי,1,0
דרוש ילדי נטע אשל ויקרא לו אל,אשל,3,0
דרוש ילדי נטע אשל ויקרא לו אל,לו,5,0
דרוש ילדי נטע אשל ויקרא לו אל,אל,6,0
הדרכים לישר ולסקל,הדרכים,0,1
הדרכים לישר ולסקל,לישר,1,1
הדרכים לישר ולסקל,ולסקל,2,1
ויבואו נפוצים להחמיר ולהקל,ויבואו,0,1
זה אלי חזיק משמר יחזקאל,זה,0,0
זה אלי חזיק משמר יחזקאל,אלי,1,0
זה אלי חזיק משמר יחזקאל,משמר,3,0
חיינו בטל כמתי יחזקל,חיינו,0,0
חיינו בטל כמתי יחזקל,בטל,1,0
טהרנו ובמאזני צדק נשקל,ובמאזני,1,1
טהרנו ובמאזני צדק נשקל,צדק,2,1
טהרנו ובמאזני צדק נשקל,נשקל,3,1
ירד עוד לבנים מן קלוקל,ירד,0,0
ירד עוד לבנים מן קלוקל,עוד,1,0
ירד עוד לבנים מן קלוקל,לבנים,2,0
ירד עוד לבנים מן קלוקל,מן,3,0
כלל משמר יחזקאל,משמר,1,0
להקדישך במקהילות עבר במקל,עבר,2,0
משה פץ אין כאל,משה,0,0
משה פץ אין כאל,אין,2,0
נא עוד מנגן סח בחנני אל,נא,0,0
נא עוד מנגן סח בחנני אל,עוד,1,0
נא עוד מנגן סח בחנני אל,סח,3,0
נא עוד מנגן סח בחנני אל,אל,5,0
סגב משמר יחזקאל,משמר,1,0
ענג בשבת אומרי אין כאל,ענג,0,0
ענג בשבת אומרי אין כאל,בשבת,1,0
ענג בשבת אומרי אין כאל,אין,3,0
פדות שלח לישרי אל,פדות,0,0
פדות שלח לישרי אל,שלח,1,0
פדות שלח לישרי אל,לישרי,2,1
פדות שלח לישרי אל,אל,3,1
צור חיש לנו גואל,צור,0,1
צור חיש לנו גואל,לנו,2,0
צור חיש לנו גואל,גואל,3,0
קרב בעיתו משמר יחזקאל,קרב,0,0
קרב בעיתו משמר יחזקאל,משמר,2,0
רצינו כעל ידי משה ושמואל,רצינו,0,0
רצינו כעל ידי משה ושמואל,כעל,1,0
רצינו כעל ידי משה ושמואל,ידי,2,0
רצינו כעל ידי משה ושמואל,משה,3,0
שלח לנו מנחם עמיאל,שלח,0,0
שלח לנו מנחם עמיאל,לנו,1,0
שדי נהלנו כעל ידי יקותיאל,שדי,0,0
שדי נהלנו כעל ידי יקותיאל,כעל,2,1
שדי נהלנו כעל ידי יקותיאל,ידי,3,1
תן תקוה למשמר יחזקאל,תן,0,0
תן תקוה למשמר יחזקאל,תקוה,1,0
תן תקוה למשמר יחזקאל,למשמר,2,0
תנות כי לעולם חסדו הודו לאל,כי,1,0
תנות כי לעולם חסדו הודו לאל,לעולם,2,0
תנות כי לעולם חסדו הודו לאל,הודו,4,0
תנות כי לעולם חסדו הודו לאל,לאל,5,0
פאר יפה נוף לאריאל,פאר,0,0
פאר יפה נוף לאריאל,יפה,1,1
פאר יפה נוף לאריאל,נוף,2,1
חלב תלכנה גבעות כפץ יואל,חלב,0,1
חלב תלכנה גבעות כפץ יואל,תלכנה,1,1
חלב תלכנה גבעות כפץ יואל,גבעות,2,1
סמח עוד לי יחזקאל,עוד,1,0
סמח עוד לי יחזקאל,לי,2,0
תעלה בגורל עשרים ויהי לז ללז שלום שואל,תעלה,0,0
תעלה בגורל עשרים ויהי לז ללז שלום שואל,בגורל,1,0
תעלה בגורל עשרים ויהי לז ללז שלום שואל,ויהי,3,0
תעלה בגורל עשרים ויהי לז ללז שלום שואל,שלום,6,0
אנא דגול חיש לעמך חיתולו,אנא,0,0
אנא דגול חיש לעמך חיתולו,דגול,1,1
אנא דגול חיש לעמך חיתולו,לעמך,3,0
דיצה ירבה בהחשת שילו,דיצה,0,0
דוד כי אתה חלקו וגורלו,דוד,0,1
דוד כי אתה חלקו וגורלו,כי,1,0
דוד כי אתה חלקו וגורלו,אתה,2,1
דוד כי אתה חלקו וגורלו,חלקו,3,1
דוד כי אתה חלקו וגורלו,וגורלו,4,1
דבר תחת רגליו עם מגעילו,דבר,0,1
דבר תחת רגליו עם מגעילו,תחת,1,1
דבר תחת רגליו עם מגעילו,רגליו,2,1
דבר תחת רגליו עם מגעילו,עם,3,1
דבר תחת רגליו עם מגעילו,מגעילו,4,1
דרוש להוציא מכבל רגלו,דרוש,0,0
דרוש להוציא מכבל רגלו,להוציא,1,1
דרוש להוציא מכבל רגלו,מכבל,2,1
דרוש להוציא מכבל רגלו,רגלו,3,1
דדותו למשמר שעורים עייתה לו,דדותו,0,1
דדותו למשמר שעורים עייתה לו,למשמר,1,1
דדותו למשמר שעורים עייתה לו,שעורים,2,1
דדותו למשמר שעורים עייתה לו,לו,4,0
שעורים עייתה לו חזיר לעם דגו לרוב,שעורים,0,0
שעורים עייתה לו חזיר לעם דגו לרוב,לו,2,0
שעורים עייתה לו חזיר לעם דגו לרוב,חזיר,3,0
שעורים עייתה לו חזיר לעם דגו לרוב,לעם,4,1
שעורים עייתה לו חזיר לעם דגו לרוב,דגו,5,1
שעורים עייתה לו חזיר לעם דגו לרוב,לרוב,6,1
משמרת הרביעית חדי בשמחה לרוב,משמרת,0,0
משמרת הרביעית חדי בשמחה לרוב,בשמחה,3,0
משמרת הרביעית חדי בשמחה לרוב,לרוב,4,0
שלום שלום לרחוק ולקרוב,שלום,0,0
שלום שלום לרחוק ולקרוב,שלום,1,0
אגן הסהר הנצורי כאישון,אגן,0,1
אגן הסהר הנצורי כאישון,הסהר,1,1
אגן הסהר הנצורי כאישון,כאישון,3,0
אדר ראשון גל בינה יודעי לעתים בלחשון,אדר,0,0
אדר ראשון גל בינה יודעי לעתים בלחשון,גל,2,0
אדר ראשון גל בינה יודעי לעתים בלחשון,בינה,3,0
אדר ראשון גל בינה יודעי לעתים בלחשון,יודעי,4,1
אדר ראשון גל בינה יודעי לעתים בלחשון,לעתים,5,1
דצתי ללמד מהם קידוש אדר ראשון,אדר,4,0
וממי נח חשבונם נוהגים,נח,1,0
אדר ראשון זימון חשבון חרס וסהר ננהגים,אדר,0,0
אדר ראשון זימון חשבון חרס וסהר ננהגים,חשבון,3,0
אדר ראשון זימון חשבון חרס וסהר ננהגים,חרס,4,0
חזות בנין שער הדגים,שער,2,0
טוכסו אדר ואדר במחשה,אדר,1,0
טוכסו אדר ואדר במחשה,ואדר,2,0
יקרו דגים ודגים כמורשה,יקרו,0,0
יקרו דגים ודגים כמורשה,דגים,1,0
אדר ראשון כלל חשבונם בן בוזי כמסרת אהרן ומשה,אדר,0,0
אדר ראשון כלל חשבונם בן בוזי כמסרת אהרן ומשה,בן,4,0
אדר ראשון כלל חשבונם בן בוזי כמסרת אהרן ומשה,אהרן,7,0
למלאת שנה תמימה כאפרים וכמנשה,שנה,1,0
מקודש החודש לשלושים יום ממולא,יום,3,0
מקודש החודש לשלושים יום ממולא,ממולא,4,0
נועם כיפור בראשו מעולה,נועם,0,0
נועם כיפור בראשו מעולה,כיפור,1,0
אדר ראשון סידור שקל בו להתעלה,אדר,0,0
אדר ראשון סידור שקל בו להתעלה,שקל,3,0
אדר ראשון סידור שקל בו להתעלה,בו,4,0
עריכת חשבון חרס עם סהר למלא,חשבון,1,0
עריכת חשבון חרס עם סהר למלא,חרס,2,0
עריכת חשבון חרס עם סהר למלא,עם,3,0
עריכת חשבון חרס עם סהר למלא,למלא,5,0
פארו בחסד ואמת נגשים,פארו,0,1
פארו בחסד ואמת נגשים,בחסד,1,1
פארו בחסד ואמת נגשים,ואמת,2,1
פארו בחסד ואמת נגשים,נגשים,3,1
צויינו כצדק ושלום נחבשים,צויינו,0,1
צויינו כצדק ושלום נחבשים,כצדק,1,1
צויינו כצדק ושלום נחבשים,ושלום,2,1
צויינו כצדק ושלום נחבשים,נחבשים,3,1
אדר ראשון קובעו כאחד באחד גשים,אדר,0,0
רצויים וכטובים השנים נפגשים,רצויים,0,1
רצויים וכטובים השנים נפגשים,וכטובים,1,1
רצויים וכטובים השנים נפגשים,השנים,2,1
רצויים וכטובים השנים נפגשים,נפגשים,3,1
שלשה עשר חדש באהבים,שלשה,0,1
שלשה עשר חדש באהבים,עשר,1,1
שלשה עשר חדש באהבים,חדש,2,1
שלשה עשר חדש באהבים,באהבים,3,1
שקד כן ידידיה להעמיד נצבים,כן,1,0
אדר ראשון תיכן נציב אחד לשנת העיבור וששון שואבים,אדר,0,0
אדר ראשון תיכן נציב אחד לשנת העיבור וששון שואבים,תיכן,2,0
אדר ראשון תיכן נציב אחד לשנת העיבור וששון שואבים,נציב,3,0
אדר ראשון תיכן נציב אחד לשנת העיבור וששון שואבים,אחד,4,0
אדר ראשון תיכן נציב אחד לשנת העיבור וששון שואבים,וששון,7,0
תדורים לכלכל ולשרת קצובים,לכלכל,1,0
פסח שחטו לזכרון,לזכרון,2,0
ידידי חבצלת השרון,ידידי,0,0
ידידי חבצלת השרון,חבצלת,1,1
ידידי חבצלת השרון,השרון,2,1
בשלישי לפסח נהגתם בכשרון,בשלישי,0,1
חנוניך שמח בפסח נמתה למשה ולאהרן,שמח,1,0
חנוניך שמח בפסח נמתה למשה ולאהרן,בפסח,2,0
אנה מלטינו מבושה וחרפה,מלטינו,1,0
בכן אל תתן נחלתך לחרפה,בכן,0,0
בכן אל תתן נחלתך לחרפה,אל,1,0
בכן אל תתן נחלתך לחרפה,נחלתך,3,1
גבר משמר חופה,גבר,0,0
גבר משמר חופה,משמר,1,0
גבר משמר חופה,חופה,2,0
דגול מגינינו בצדק מצות אפה,דגול,0,1
דגול מגינינו בצדק מצות אפה,בצדק,2,0
דגול מגינינו בצדק מצות אפה,מצות,3,0
הושיעה אום בכסף מחופה,הושיעה,0,0
הושיעה אום בכסף מחופה,אום,1,1
הושיעה אום בכסף מחופה,בכסף,2,1
הושיעה אום בכסף מחופה,מחופה,3,1
וסמחינו כחתן בחופה,בחופה,2,0
זכור ברצון משמר חופה,זכור,0,0
זכור ברצון משמר חופה,ברצון,1,0
זכור ברצון משמר חופה,משמר,2,0
זכור ברצון משמר חופה,חופה,3,0
חיי בטל אום כתרצה יפה,חיי,0,0
חיי בטל אום כתרצה יפה,בטל,1,0
חיי בטל אום כתרצה יפה,אום,2,1
חיי בטל אום כתרצה יפה,כתרצה,3,1
חיי בטל אום כתרצה יפה,יפה,4,1
טאטא צרינו כניני ערפה,טאטא,0,1
טאטא צרינו כניני ערפה,צרינו,1,1
טאטא צרינו כניני ערפה,כניני,2,1
טאטא צרינו כניני ערפה,ערפה,3,1
יאבדו אויבינו ערופה,יאבדו,0,0
כלל כוהני משמר חופה,משמר,2,0
כלל כוהני משמר חופה,חופה,3,0
להקדישך כעל כל כבוד חופה,כעל,1,1
להקדישך כעל כל כבוד חופה,כל,2,1
להקדישך כעל כל כבוד חופה,כבוד,3,1
להקדישך כעל כל כבוד חופה,חופה,4,1
ממעון קדשך השקיפה,ממעון,0,1
ממעון קדשך השקיפה,קדשך,1,1
ממעון קדשך השקיפה,השקיפה,2,1
נווה שכינתך לנו הקיפה,נווה,0,1
נווה שכינתך לנו הקיפה,שכינתך,1,1
נווה שכינתך לנו הקיפה,לנו,2,0
סמח משמר חופה,משמר,1,0
סמח משמר חופה,חופה,2,0
ענגינו בנחת ועלינו חופפה,חופפה,3,1
פצעינו אל נא רפה,פצעינו,0,1
פצעינו אל נא רפה,אל,1,1
פצעינו אל נא רפה,נא,2,1
פצעינו אל נא רפה,רפה,3,1
צמח עץ מאכל ועליהו לתרופה,צמח,0,0
צמח עץ מאכל ועליהו לתרופה,עץ,1,0
צמח עץ מאכל ועליהו לתרופה,מאכל,2,0
צמח עץ מאכל ועליהו לתרופה,ועליהו,3,1
צמח עץ מאכל ועליהו לתרופה,לתרופה,4,1
קהל קהילות משמר חופה,קהל,0,0
קהל קהילות משמר חופה,משמר,2,0
קהל קהילות משמר חופה,חופה,3,0
רצינו כשי במזבח שריפה,רצינו,0,0
שאננינו באמרה צרופה,באמרה,1,1
שאננינו באמרה צרופה,צרופה,2,1
שדי גלה ארון הנגנז בריצפה,שדי,0,0
שדי גלה ארון הנגנז בריצפה,גלה,1,0
שדי גלה ארון הנגנז בריצפה,ארון,2,0
תחון משמר חופה,משמר,1,0
תחון משמר חופה,חופה,2,0
תמיד הודיה לשמך אצפצפה,תמיד,0,0
תמיד הודיה לשמך אצפצפה,לשמך,2,0
תמיד הודיה לשמך אצפצפה,אצפצפה,3,1
פרא ומכרסם הדופה,פרא,0,1
פרא ומכרסם הדופה,ומכרסם,1,1
פרא ומכרסם הדופה,הדופה,2,1
יאבדו סונאינו במו סופה,יאבדו,0,1
יאבדו סונאינו במו סופה,סונאינו,1,1
יאבדו סונאינו במו סופה,במו,2,1
יאבדו סונאינו במו סופה,סופה,3,1
נחזה בגורל שלוש עשרה חופה,בגורל,1,0
נחזה בגורל שלוש עשרה חופה,שלוש,2,0
נחזה בגורל שלוש עשרה חופה,עשרה,3,0
נחזה בגורל שלוש עשרה חופה,חופה,4,0
חוסן ברכה וחיים ושלום לנו תתכיפה,ברכה,1,0
חוסן ברכה וחיים ושלום לנו תתכיפה,ושלום,3,0
חוסן ברכה וחיים ושלום לנו תתכיפה,לנו,4,0
ואמרתם אומץ נפלאות,אומץ,1,0
אשר עש אלוהי הצבאות,אשר,0,0
אשר עש אלוהי הצבאות,אלוהי,2,0
בפסח אהובים הוציא על צבאות,בפסח,0,0
בפסח אהובים הוציא על צבאות,אהובים,1,0
בפסח אהובים הוציא על צבאות,על,3,0
בפסח אהובים הוציא על צבאות,צבאות,4,0
למגנם מזעם תלאות,למגנם,0,1
למגנם מזעם תלאות,מזעם,1,1
למגנם מזעם תלאות,תלאות,2,1
זבח בעתו תזבחו,זבח,0,0
זבח בעתו תזבחו,בעתו,1,0
בפסח במכסת נפשות תקחו,בפסח,0,0
בפסח במכסת נפשות תקחו,נפשות,2,0
בתחית טל רדומים יצמחו,בתחית,0,1
בתחית טל רדומים יצמחו,טל,1,1
בתחית טל רדומים יצמחו,רדומים,2,1
פסח פסח על גוי החביב,על,2,0
פסח פסח על גוי החביב,גוי,3,1
פסח פסח על גוי החביב,החביב,4,1
יחד נושעו ונחו מסביב,יחד,0,0
בפסח חינכם ברסיסי רביב,בפסח,0,1
בפסח חינכם ברסיסי רביב,חינכם,1,1
בפסח חינכם ברסיסי רביב,ברסיסי,2,1
בפסח חינכם ברסיסי רביב,רביב,3,1
סח שמור את חודש האביב,סח,0,0
סח שמור את חודש האביב,את,2,0
אדיר במרום שוכן שמי ערץ,אדיר,0,0
אדיר במרום שוכן שמי ערץ,שוכן,2,0
אדיר במרום שוכן שמי ערץ,שמי,3,1
אדיר במרום שוכן שמי ערץ,ערץ,4,1
באויבינו פרץ פרץ,באויבינו,0,1
באויבינו פרץ פרץ,פרץ,1,1
באויבינו פרץ פרץ,פרץ,2,1
גילה לעניו במרץ,גילה,0,0
גילה לעניו במרץ,לעניו,1,1
דיבור כי תבואו אל הארץ,כי,1,0
דיבור כי תבואו אל הארץ,אל,3,0
דיבור כי תבואו אל הארץ,הארץ,4,0
היום הזה יהיה לכם לזכרון,היום,0,0
היום הזה יהיה לכם לזכרון,יהיה,2,0
היום הזה יהיה לכם לזכרון,לזכרון,4,0
ויעדו אל ראשון ואחרון,אל,1,0
זאת חוקת הפסח לשמור ברון,זאת,0,0
זאת חוקת הפסח לשמור ברון,לשמור,3,0
זאת חוקת הפסח לשמור ברון,ברון,4,0
חק ויאמר יי אל משה ואל אהרון,חק,0,0
חק ויאמר יי אל משה ואל אהרון,יי,2,0
חק ויאמר יי אל משה ואל אהרון,אל,3,0
חק ויאמר יי אל משה ואל אהרון,משה,4,0
חק ויאמר יי אל משה ואל אהרון,ואל,5,0
טען פדויים על ענניי,טען,0,1
טען פדויים על ענניי,פדויים,1,1
טען פדויים על ענניי,על,2,1
טען פדויים על ענניי,ענניי,3,1
ישע החיש בזכות איתניי,ישע,0,0
ישע החיש בזכות איתניי,החיש,1,0
ישע החיש בזכות איתניי,בזכות,2,0
ישע החיש בזכות איתניי,איתניי,3,1
לעשות פסח במועדו וידבר יי אל משה במדבר סיני,יי,4,0
לעשות פסח במועדו וידבר יי אל משה במדבר סיני,אל,5,0
לעשות פסח במועדו וידבר יי אל משה במדבר סיני,משה,6,0
לעשות פסח במועדו וידבר יי אל משה במדבר סיני,במדבר,7,0
מועד זה לאתן סח,מועד,0,0
מועד זה לאתן סח,זה,1,0
מועד זה לאתן סח,סח,3,0
נושעים מכור עליהם פסח,נושעים,0,1
נושעים מכור עליהם פסח,מכור,1,1
נושעים מכור עליהם פסח,עליהם,2,0
שונאים ואויבים פיסח,שונאים,0,1
שונאים ואויבים פיסח,ואויבים,1,1
שונאים ואויבים פיסח,פיסח,2,1
ען שמור את חודש האביב ועשית פסח,את,2,0
פדויים כנגאלו שוררו ומי,פדויים,0,0
צוררים כטובעו אומרי מי,מי,3,0
קדושים כן תפדה מאומרת מי,קדושים,0,0
קדושים כן תפדה מאומרת מי,כן,1,0
קדושים כן תפדה מאומרת מי,מי,4,0
רחש אם כסף תלוה את עמי,רחש,0,0
רחש אם כסף תלוה את עמי,אם,1,0
רחש אם כסף תלוה את עמי,כסף,2,0
רחש אם כסף תלוה את עמי,את,4,0
שוכן שמי מרומים,שוכן,0,1
שוכן שמי מרומים,שמי,1,1
שוכן שמי מרומים,מרומים,2,1
שבעה הזהיר לנוטרה כרמים,שבעה,0,0
שבעה הזהיר לנוטרה כרמים,לנוטרה,2,1
שבעה הזהיר לנוטרה כרמים,כרמים,3,1
תלפיות לעלות שלוש פעמים,תלפיות,0,0
תלפיות לעלות שלוש פעמים,לעלות,1,0
תלפיות לעלות שלוש פעמים,שלוש,2,0
תלפיות לעלות שלוש פעמים,פעמים,3,0
מונו את חג המצות תשמור שבעת ימים,את,1,0
מונו את חג המצות תשמור שבעת ימים,חג,2,0
מונו את חג המצות תשמור שבעת ימים,ימים,6,0
שבעת ימים תעשו ברגישה כנחקק בדת מורשה,ימים,1,0
שבעת ימים תעשו ברגישה כנחקק בדת מורשה,בדת,5,0
ושמו במקומות חמישה בהגיון ספרים חמישה,בהגיון,3,0
ולמה במקומות חמישה כיצאו ביום חמישה,ולמה,0,0
ולמה במקומות חמישה כיצאו ביום חמישה,ביום,4,0
מתוך דברים חמישה לכן קוראים במקומות חמישה,מתוך,0,0
ומזכירים ירקות חמישה והוא אחד משלושה ושישה,והוא,3,0
ומזכירים ירקות חמישה והוא אחד משלושה ושישה,אחד,4,0
בעת זכר ברית שלושה איתן ויחיד ותם שלושה,בעת,0,0
בעת זכר ברית שלושה איתן ויחיד ותם שלושה,זכר,1,0
בעת זכר ברית שלושה איתן ויחיד ותם שלושה,ברית,2,0
בעת זכר ברית שלושה איתן ויחיד ותם שלושה,איתן,4,1
בעת זכר ברית שלושה איתן ויחיד ותם שלושה,ויחיד,5,0
לכן רמוזים בם בדברים שלושה צלי אש ומצות ומרורים לשלשה,בם,2,0
לכן רמוזים בם בדברים שלושה צלי אש ומצות ומרורים לשלשה,אש,6,0
לכן רמוזים בם בדברים שלושה צלי אש ומצות ומרורים לשלשה,ומרורים,8,0
והים בקע משה ושת העבירם ביבשה,משה,2,0
מעבודה קשה ושוררו שירה חדשה,קשה,1,0
לכתור כתר קדושה ככנפיהם שישה ושישה,לכתור,0,1
לכתור כתר קדושה ככנפיהם שישה ושישה,כתר,1,1
לכתור כתר קדושה ככנפיהם שישה ושישה,קדושה,2,1
לכתור כתר קדושה ככנפיהם שישה ושישה,ככנפיהם,3,1
קדוש קדוש קדוש שלושה לשלשה,קדוש,0,0
קדוש קדוש קדוש שלושה לשלשה,קדוש,1,0
קדוש קדוש קדוש שלושה לשלשה,קדוש,2,0
היא גאולה ראשונה,היא,0,0
גאולה עתידה בחידושו לכוננה,בחידושו,2,0
בפסח גאל מבין חוחים שושנה,בפסח,0,0
בפסח גאל מבין חוחים שושנה,גאל,1,1
בפסח גאל מבין חוחים שושנה,מבין,2,1
בפסח גאל מבין חוחים שושנה,חוחים,3,1
בפסח גאל מבין חוחים שושנה,שושנה,4,1
לברך שמו כאופני מעונה,שמו,1,0
לברך שמו כאופני מעונה,מעונה,3,0
ליי דר בשמים,דר,1,0
ליי דר בשמים,בשמים,2,0
דרשו מחולת מחנים,מחולת,1,1
דרשו מחולת מחנים,מחנים,2,1
בפסח דרור המצמיח לעמוסי מעיים,בפסח,0,0
בפסח דרור המצמיח לעמוסי מעיים,דרור,1,0
בפסח דרור המצמיח לעמוסי מעיים,לעמוסי,3,1
בפסח דרור המצמיח לעמוסי מעיים,מעיים,4,1
ליחדו בכל יום פעמים,בכל,1,0
ליחדו בכל יום פעמים,יום,2,0
ליחדו בכל יום פעמים,פעמים,3,0
אשר הושיע מיד מלכיות,אשר,0,0
אשר הושיע מיד מלכיות,מיד,2,0
הוא יגאול משמינית למלכיות,הוא,0,0
בפסח הוא ישמיע לעין כל בריות,בפסח,0,0
בפסח הוא ישמיע לעין כל בריות,הוא,1,1
בפסח הוא ישמיע לעין כל בריות,ישמיע,2,1
בפסח הוא ישמיע לעין כל בריות,לעין,3,1
בפסח הוא ישמיע לעין כל בריות,כל,4,1
בפסח הוא ישמיע לעין כל בריות,בריות,5,1
פסח ופדה פרוכים,פרוכים,2,0
והושיעם מעול מפריכים,מפריכים,2,0
בפסח ויעד מחכים,בפסח,0,0
לה קדושת מלך מלכי המלכים,לה,0,0
לה קדושת מלך מלכי המלכים,קדושת,1,0
לה קדושת מלך מלכי המלכים,מלך,2,0
לה קדושת מלך מלכי המלכים,מלכי,3,0
לה קדושת מלך מלכי המלכים,המלכים,4,0
על זאת הושיעה,על,0,0
על זאת הושיעה,זאת,1,0
על זאת הושיעה,הושיעה,2,0
זמרו יי בכסות ארבעה,זמרו,0,0
זמרו יי בכסות ארבעה,יי,1,0
זמרו יי בכסות ארבעה,ארבעה,3,0
בפסח זבדי שבעה,בפסח,0,0
בפסח זבדי שבעה,שבעה,2,0
ללמדי חכמה ודיעה,ללמדי,0,0
ללמדי חכמה ודיעה,חכמה,1,0
בתי חמושים לישבה,חמושים,1,0
חיים בששון להשאיבה,חיים,0,1
חיים בששון להשאיבה,בששון,1,1
חיים בששון להשאיבה,להשאיבה,2,1
פסח חזק מלעכבה,חזק,1,0
לנושעים מתוך תשובה,מתוך,1,0
לנושעים מתוך תשובה,תשובה,2,0
בני טהורים פדה מאנחה,בני,0,0
בני טהורים פדה מאנחה,טהורים,1,0
בני טהורים פדה מאנחה,פדה,2,1
בני טהורים פדה מאנחה,מאנחה,3,1
טען והוציא פסוחה,טען,0,0
טען והוציא פסוחה,והוציא,1,0
בפסח טנא ארוחה,בפסח,0,1
בפסח טנא ארוחה,טנא,1,1
בפסח טנא ארוחה,ארוחה,2,1
הבין להרבות סליחה,להרבות,1,0
הבין להרבות סליחה,סליחה,2,0
ישראל יצאו ברינה וגילה,ישראל,0,0
ישראל יצאו ברינה וגילה,יצאו,1,0
ישראל יצאו ברינה וגילה,ברינה,2,0
ישראל יצאו ברינה וגילה,וגילה,3,0
והצלו משעבוד עגלה,עגלה,2,1
בפסח יפציחו אום סגולה,בפסח,0,0
בפסח יפציחו אום סגולה,יפציחו,1,0
בפסח יפציחו אום סגולה,אום,2,0
בפסח יפציחו אום סגולה,סגולה,3,0
למחדש ישועה וגאולה,ישועה,1,0
במצרים כבדה תלאה,תלאה,2,0
כי עינה בפרך אום מסולאה,כי,0,0
כי עינה בפרך אום מסולאה,בפרך,2,0
כי עינה בפרך אום מסולאה,אום,3,1
כי עינה בפרך אום מסולאה,מסולאה,4,1
בפסח כהקים חזון נבואה,בפסח,0,0
להעלות ארוכה ורפואה,ארוכה,1,0
להוציא בששון אום מחכה,להוציא,0,0
להוציא בששון אום מחכה,בששון,1,0
להוציא בששון אום מחכה,אום,2,1
להוציא בששון אום מחכה,מחכה,3,1
בפסח לעיניה בריכה,בפסח,0,1
בפסח לעיניה בריכה,לעיניה,1,1
בפסח לעיניה בריכה,בריכה,2,1
טל שנת ברכה,טל,0,0
טל שנת ברכה,שנת,1,0
טל שנת ברכה,ברכה,2,0
את מלכם שנאץ פסוחים,את,0,0
את מלכם שנאץ פסוחים,מלכם,1,0
את מלכם שנאץ פסוחים,פסוחים,3,0
בפסח מתוכם יצאו שמחים,בפסח,0,0
בפסח מתוכם יצאו שמחים,יצאו,2,0
